"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tmem238",7.10693265497511e-64,0.276221805499794,0.492,0.093,1.13945451257216e-59,"SPM WT","Tmem238"
"Inpp5f",8.59765118135879e-64,0.481603013527516,0.741,0.197,1.37846141390726e-59,"SPM WT","Inpp5f"
"Arhgap23",5.54596458053636e-63,0.395875954257074,0.676,0.163,8.89184501197394e-59,"SPM WT","Arhgap23"
"Uggt1",1.25400799485171e-62,0.660025935486778,0.886,0.306,2.01055101814574e-58,"SPM WT","Uggt1"
"Lpl",2.20790778247098e-62,1.26760315038464,0.984,0.384,3.53993854763572e-58,"SPM WT","Lpl"
"Lbh",2.5504818547353e-62,0.645714206209483,0.908,0.333,4.08918755769711e-58,"SPM WT","Lbh"
"Tsc22d1",5.37915635245106e-62,0.343865197607365,0.616,0.137,8.62440137988479e-58,"SPM WT","Tsc22d1"
"Glud1",5.70158599782899e-62,0.881525245491577,0.995,0.613,9.14135283031922e-58,"SPM WT","Glud1"
"Raph1",7.77251799167195e-62,0.984581936180402,0.941,0.4,1.24616780960476e-57,"SPM WT","Raph1"
"Cpt1a",9.4773654421521e-62,0.487331698807805,0.865,0.267,1.51950600134025e-57,"SPM WT","Cpt1a"
"Sem1",3.54531970517444e-61,0.97334844040815,1,0.785,5.68421108330619e-57,"SPM WT","Sem1"
"Taok3",3.80450241336705e-61,0.966565899112216,0.984,0.522,6.09975871935139e-57,"SPM WT","Taok3"
"Ids",4.53183491184759e-61,0.573576220119458,0.859,0.282,7.26589091416524e-57,"SPM WT","Ids"
"Metrnl",5.72144319924028e-61,0.908979473812876,0.978,0.48,9.17318988134194e-57,"SPM WT","Metrnl"
"Tpk1",9.89674799895094e-61,0.416089274630307,0.665,0.159,1.5867456066718e-56,"SPM WT","Tpk1"
"Rell1",1.01880744338043e-60,0.30399919025403,0.762,0.197,1.63345397397184e-56,"SPM WT","Rell1"
"Uxs1",1.07374725534249e-60,0.439203487156687,0.768,0.215,1.72153897449062e-56,"SPM WT","Uxs1"
"Borcs6",1.2583739916622e-60,0.431864293916293,0.762,0.21,2.01755102083201e-56,"SPM WT","Borcs6"
"Slc48a1",1.9162047821153e-60,0.354840804959803,0.8,0.222,3.07225112716546e-56,"SPM WT","Slc48a1"
"Cd300lb",2.07040640981233e-60,0.427297094567768,0.849,0.242,3.31948259685211e-56,"SPM WT","Cd300lb"
"Lsr",5.12295510399151e-60,0.320390845382124,0.551,0.12,8.21363391822958e-56,"SPM WT","Lsr"
"Nans",1.8149234953281e-59,0.499259070770166,0.8,0.251,2.90986684005954e-55,"SPM WT","Nans"
"Csgalnact2",2.1559234183458e-59,0.454464664041755,0.778,0.221,3.45659201663383e-55,"SPM WT","Csgalnact2"
"Slc25a13",7.37940512159416e-59,0.327358172046658,0.632,0.15,1.18314002314519e-54,"SPM WT","Slc25a13"
"Far1",1.87663723406667e-58,0.828458204560031,0.962,0.457,3.00881247737909e-54,"SPM WT","Far1"
"Crybg1",2.44485230433508e-58,0.355219185574297,0.67,0.17,3.91983169954044e-54,"SPM WT","Crybg1"
"Rnase6",2.53906189103734e-58,0.514956901225276,0.686,0.187,4.07087792990017e-54,"SPM WT","Rnase6"
"Ccdc171",3.15950377694445e-58,0.313135699979658,0.53,0.112,5.06563240557503e-54,"SPM WT","Ccdc171"
"Mrpl33",5.93123761843513e-58,0.973856266885796,0.984,0.532,9.50955327363705e-54,"SPM WT","Mrpl33"
"Klf8",6.47437774119497e-58,0.262224173497594,0.254,0.03,1.03803698324579e-53,"SPM WT","Klf8"
"Dock2",1.44642485898456e-57,1.12751557011906,1,0.787,2.31905297640995e-53,"SPM WT","Dock2"
"Abca7",2.14237107949147e-57,0.29152769820218,0.632,0.151,3.43486355174868e-53,"SPM WT","Abca7"
"Ntng2",2.2144606568584e-57,0.392581618404199,0.681,0.176,3.55044477114107e-53,"SPM WT","Ntng2"
"Nfam1",2.65220304339436e-57,0.837579529074506,0.978,0.511,4.25227713947418e-53,"SPM WT","Nfam1"
"Anxa1",3.07434162175664e-57,0.499397665776443,0.876,0.285,4.92909192216242e-53,"SPM WT","Anxa1"
"Zfp53",7.89122745396948e-57,0.259558710480586,0.551,0.121,1.26520049769493e-52,"SPM WT","Zfp53"
"Arpc2",9.62092011596309e-57,0.740717016777827,1,0.932,1.54252212219236e-52,"SPM WT","Arpc2"
"Ethe1",9.84406015624875e-57,0.346405220483243,0.676,0.175,1.57829816485136e-52,"SPM WT","Ethe1"
"Cdk2ap2",1.27977560740878e-56,0.915736857802095,0.968,0.533,2.0518642313585e-52,"SPM WT","Cdk2ap2"
"Rps27l",1.30724456751101e-56,0.913213051983171,0.989,0.634,2.0959052150904e-52,"SPM WT","Rps27l"
"Cd52",1.87718626615853e-56,1.36203489308563,0.989,0.806,3.00969274053197e-52,"SPM WT","Cd52"
"Tmem176a",2.683974614125e-56,1.03038103391373,0.995,0.637,4.30321649882661e-52,"SPM WT","Tmem176a"
"Prkar2a",3.11074050700032e-56,0.547558749726029,0.757,0.233,4.98745025487361e-52,"SPM WT","Prkar2a"
"Cfp",3.420038523079e-56,1.19880841120723,1,0.492,5.48334776405256e-52,"SPM WT","Cfp"
"Akt2",4.44550831535086e-56,0.458274103297546,0.881,0.294,7.12748348200203e-52,"SPM WT","Akt2"
"Gm14326",5.21167679156967e-56,0.277981157609901,0.519,0.112,8.35588139992365e-52,"SPM WT","Gm14326"
"Kctd10",6.90957841985581e-56,0.260909027287064,0.622,0.148,1.10781270805548e-51,"SPM WT","Kctd10"
"Polr2l",6.92501008567256e-56,0.400409017803353,0.762,0.222,1.11028686703588e-51,"SPM WT","Polr2l"
"Galnt10",6.95834441496705e-56,0.398217591839923,0.714,0.198,1.11563136005167e-51,"SPM WT","Galnt10"
"Prelid1",6.9970131969593e-56,0.768272109785608,0.957,0.442,1.12183112586848e-51,"SPM WT","Prelid1"
"Aco1",8.11139237999969e-56,0.323998197435285,0.632,0.159,1.30049954028535e-51,"SPM WT","Aco1"
"Tbc1d13",8.90782298263076e-56,0.351667737345646,0.741,0.201,1.42819125880519e-51,"SPM WT","Tbc1d13"
"Zfp971",9.75692082119072e-56,0.256503615117418,0.514,0.109,1.56432711526151e-51,"SPM WT","Zfp971"
"Plekhm3",9.84183277959362e-56,0.865345316603286,0.995,0.458,1.57794104955225e-51,"SPM WT","Plekhm3"
"Spata6",1.1185422480331e-55,0.574309752850651,0.87,0.284,1.79335878627147e-51,"SPM WT","Spata6"
"Pacs2",1.14202350925261e-55,0.597985511837382,0.876,0.309,1.83100629238471e-51,"SPM WT","Pacs2"
"Bloc1s1",1.26019962479858e-55,0.342269223787277,0.703,0.187,2.02047805843956e-51,"SPM WT","Bloc1s1"
"Eno1",1.75329239155649e-55,0.939224097209753,0.973,0.536,2.81105369138252e-51,"SPM WT","Eno1"
"Tbxas1",2.8563345834729e-55,0.946484315442557,0.989,0.628,4.57956123768211e-51,"SPM WT","Tbxas1"
"Prcp",3.16005870545586e-55,0.872370764158105,0.962,0.53,5.06652212245737e-51,"SPM WT","Prcp"
"Sh3bgrl3",3.41293244715999e-55,0.947368166797329,1,0.867,5.47195459253161e-51,"SPM WT","Sh3bgrl3"
"Maz",4.13688118725551e-55,0.413374510981418,0.811,0.247,6.63266160752676e-51,"SPM WT","Maz"
"Fam126a",4.40477280120565e-55,0.537189981035021,0.843,0.282,7.06217223217302e-51,"SPM WT","Fam126a"
"Gsn",4.67122036130908e-55,0.417840391342162,0.676,0.175,7.48936760528685e-51,"SPM WT","Gsn"
"Pptc7",8.2521850120546e-55,0.395286097721827,0.784,0.231,1.32307282298271e-50,"SPM WT","Pptc7"
"Rin3",1.03465197701865e-54,0.692105524705888,0.87,0.344,1.658857514754e-50,"SPM WT","Rin3"
"Ecm1",1.26179651765233e-54,0.826186649547507,0.968,0.336,2.02303835675197e-50,"SPM WT","Ecm1"
"Map3k11",1.5456620177893e-54,0.378957897393835,0.8,0.238,2.47815991312159e-50,"SPM WT","Map3k11"
"Pstpip1",1.79565342953332e-54,0.303757164019882,0.681,0.175,2.87897114357077e-50,"SPM WT","Pstpip1"
"Fcrls",1.84699357511676e-54,1.36736861259619,0.816,0.334,2.9612847989847e-50,"SPM WT","Fcrls"
"Rap1gap2",2.28424454201741e-54,0.658086133585396,0.914,0.315,3.66232927421651e-50,"SPM WT","Rap1gap2"
"Gstp1",4.3122532965716e-54,0.285021716386103,0.562,0.132,6.91383571039325e-50,"SPM WT","Gstp1"
"Manba",6.85768669756087e-54,0.344061777635091,0.697,0.191,1.09949290821993e-49,"SPM WT","Manba"
"Trim14",1.40022021383167e-53,0.426730733255865,0.822,0.259,2.24497306883632e-49,"SPM WT","Trim14"
"Aldh9a1",1.55110014179163e-53,0.28155689297158,0.692,0.183,2.48687885733452e-49,"SPM WT","Aldh9a1"
"Akr1c13",1.73829638488305e-53,0.263142923021969,0.551,0.13,2.78701059388299e-49,"SPM WT","Akr1c13"
"Ank",2.3737611632473e-53,0.607015078060696,0.951,0.306,3.8058512730344e-49,"SPM WT","Ank"
"Tmcc1",2.45034829605502e-53,1.15743436967267,1,0.574,3.92864342306502e-49,"SPM WT","Tmcc1"
"Arf5",3.1949167033304e-53,0.835289183493253,1,0.726,5.12240995044964e-49,"SPM WT","Arf5"
"Spcs3",3.4820115110112e-53,0.587829006937759,0.897,0.335,5.58270905560425e-49,"SPM WT","Spcs3"
"Vcl",3.73985956552866e-53,0.47932539740906,0.724,0.213,5.9961168414121e-49,"SPM WT","Vcl"
"Dstyk",4.25952750905106e-53,0.356314097301816,0.638,0.165,6.82930045526156e-49,"SPM WT","Dstyk"
"Rnf145",8.95304461663272e-53,0.474908360852161,0.881,0.309,1.43544164338472e-48,"SPM WT","Rnf145"
"Ptpa",1.32778715074952e-52,0.527531806879521,0.914,0.333,2.12884113879671e-48,"SPM WT","Ptpa"
"Pitpna",2.67030515204659e-52,0.751316961636569,1,0.792,4.2813002502763e-48,"SPM WT","Pitpna"
"Itpr1",3.13538703012363e-52,0.79664826552683,0.843,0.318,5.02696602539722e-48,"SPM WT","Itpr1"
"Aplp2",4.90744251229307e-52,0.804126117953038,0.989,0.517,7.86810257995947e-48,"SPM WT","Aplp2"
"Idh1",6.13042296882623e-52,0.605027822307833,0.946,0.345,9.82890714591909e-48,"SPM WT","Idh1"
"Adcy7",6.23109097391053e-52,0.588027279241636,0.876,0.33,9.99030815847076e-48,"SPM WT","Adcy7"
"Arhgap15",8.79527619658011e-52,1.18227840101675,0.995,0.526,1.41014663259769e-47,"SPM WT","Arhgap15"
"Dmac1",1.17954021186004e-51,0.543607001043317,0.843,0.309,1.8911568216752e-47,"SPM WT","Dmac1"
"Dapk1",1.5803874310012e-51,1.05538179498556,0.989,0.542,2.53383516812422e-47,"SPM WT","Dapk1"
"Ext1",2.41860716439207e-51,1.17189854762897,0.989,0.627,3.8777528666698e-47,"SPM WT","Ext1"
"Tusc3",2.55936578516144e-51,0.297889000342075,0.676,0.183,4.10343116334934e-47,"SPM WT","Tusc3"
"Pira2",3.93991192471799e-51,0.359838651859177,0.795,0.246,6.31686078890035e-47,"SPM WT","Pira2"
"Adam8",4.82668668973216e-51,0.278002931240448,0.53,0.123,7.73862676964757e-47,"SPM WT","Adam8"
"Stom",5.49134073623717e-51,0.407645126701519,0.778,0.248,8.80426660240905e-47,"SPM WT","Stom"
"4930402H24Rik",6.17348156120957e-51,0.352590230763383,0.659,0.177,9.89794298708731e-47,"SPM WT","4930402H24Rik"
"Wdr3",8.09458171893801e-51,0.285134717191692,0.622,0.159,1.29780428699733e-46,"SPM WT","Wdr3"
"Akt3",8.85319789568578e-51,0.79966525641964,0.957,0.419,1.4194332186153e-46,"SPM WT","Akt3"
"Prr5l",1.01248292620674e-50,0.600676366792321,0.762,0.239,1.62331387558726e-46,"SPM WT","Prr5l"
"Ccnd2",1.19194971240778e-50,0.399041748791853,0.465,0.1,1.9110529739034e-46,"SPM WT","Ccnd2"
"Sgpp1",1.46941506030103e-50,0.510586756988052,0.87,0.298,2.35591316618065e-46,"SPM WT","Sgpp1"
"Dennd4c",1.47827143499976e-50,0.508428923326971,0.87,0.286,2.37011259173512e-46,"SPM WT","Dennd4c"
"St8sia4",1.74757165280691e-50,0.463741203366393,0.881,0.301,2.80188163094532e-46,"SPM WT","St8sia4"
"Clec4a1",2.01051693215505e-50,0.494876465306047,0.892,0.311,3.22346179732419e-46,"SPM WT","Clec4a1"
"Gtf3c6",2.01252466239321e-50,0.306856847517088,0.665,0.181,3.22668079121504e-46,"SPM WT","Gtf3c6"
"Arpc5",2.44095605784267e-50,0.777084160247285,0.995,0.753,3.91358484753915e-46,"SPM WT","Arpc5"
"Hip1",3.21082568741208e-50,0.647339928661651,0.946,0.364,5.14791682462778e-46,"SPM WT","Hip1"
"Psma7",3.57913249244164e-50,0.874445364026557,0.973,0.704,5.73842312513168e-46,"SPM WT","Psma7"
"Iah1",3.75200654882241e-50,0.326275819498386,0.73,0.211,6.01559209972697e-46,"SPM WT","Iah1"
"Ndst2",7.00978448154139e-50,0.26956445049557,0.67,0.18,1.12387874592553e-45,"SPM WT","Ndst2"
"Fgr",8.90910880576336e-50,0.721796879247598,0.935,0.424,1.42839741482804e-45,"SPM WT","Fgr"
"Heg1",1.39572193820158e-49,0.342234598386521,0.703,0.201,2.2377609835186e-45,"SPM WT","Heg1"
"H2-DMa",1.42086319616384e-49,1.22986563593976,0.989,0.712,2.27806996240948e-45,"SPM WT","H2-DMa"
"Nme1",1.6718610192235e-49,0.769838848790347,0.919,0.465,2.68049477212104e-45,"SPM WT","Nme1"
"Arhgef6",1.79123437092843e-49,0.613548952815917,0.914,0.356,2.87188606690955e-45,"SPM WT","Arhgef6"
"Sqor",1.90062763749279e-49,0.523367189712617,0.876,0.324,3.0472762911922e-45,"SPM WT","Sqor"
"Ciita",2.00224956973987e-49,0.519113934353443,0.741,0.227,3.21020673516393e-45,"SPM WT","Ciita"
"Srgap3",2.04287898839066e-49,0.307710080059784,0.481,0.106,3.27534788208675e-45,"SPM WT","Srgap3"
"Tpt1",2.09115604167543e-49,0.759092979171846,1,0.971,3.35275048161822e-45,"SPM WT","Tpt1"
"Rpn1",2.43731467367402e-49,0.716356888114069,0.951,0.438,3.90774661630156e-45,"SPM WT","Rpn1"
"Smpdl3a",2.4783291333534e-49,0.975075461272692,0.984,0.437,3.97350509950551e-45,"SPM WT","Smpdl3a"
"Fmc1",2.65674855923746e-49,0.311172094046142,0.681,0.189,4.25956496502542e-45,"SPM WT","Fmc1"
"Slk",3.97256752489033e-49,0.669778430565604,0.951,0.425,6.36921751265667e-45,"SPM WT","Slk"
"Nme2",4.56261173701457e-49,0.341248857076805,0.735,0.218,7.31523539795546e-45,"SPM WT","Nme2"
"Cyp4f18",4.93009292611539e-49,0.616096801449011,0.665,0.194,7.9044179884408e-45,"SPM WT","Cyp4f18"
"Rassf4",5.65702440763386e-49,0.763308340737262,0.984,0.619,9.06990723275937e-45,"SPM WT","Rassf4"
"Ccdc85b",5.72717765088385e-49,0.276070672209614,0.746,0.216,9.18238392766207e-45,"SPM WT","Ccdc85b"
"Larp1b",7.27600855801927e-49,0.292522364415541,0.568,0.143,1.16656245210723e-44,"SPM WT","Larp1b"
"Ap1s2",7.34094143310275e-49,0.602345218357852,0.924,0.387,1.17697313996936e-44,"SPM WT","Ap1s2"
"Itga4",8.0081869693867e-49,0.734475175375993,0.989,0.448,1.28395261680177e-44,"SPM WT","Itga4"
"Nedd9",9.58007845034268e-49,0.708125045000519,0.946,0.36,1.53597397794344e-44,"SPM WT","Nedd9"
"Cast",1.37486129348165e-48,0.709910523646549,0.968,0.432,2.20431511183914e-44,"SPM WT","Cast"
"Ephx1",2.29173609414401e-48,0.424694798396885,0.681,0.198,3.67434047974109e-44,"SPM WT","Ephx1"
"Vps13b",2.77092189804535e-48,0.904529520790047,0.984,0.521,4.44261907913611e-44,"SPM WT","Vps13b"
"Zfp217",2.91694324629152e-48,0.325407329487245,0.686,0.197,4.67673510677919e-44,"SPM WT","Zfp217"
"Arpc1b",3.13316346350628e-48,0.767807764196159,0.995,0.888,5.02340098103962e-44,"SPM WT","Arpc1b"
"G6pdx",3.98994737049562e-48,0.353509713032155,0.795,0.247,6.39708261911563e-44,"SPM WT","G6pdx"
"Fam168a",4.02808483078196e-48,0.754077409106046,0.908,0.378,6.45822840919272e-44,"SPM WT","Fam168a"
"Pigx",4.73635040573856e-48,0.497760064491449,0.778,0.264,7.59379060552064e-44,"SPM WT","Pigx"
"Pilrb1",5.06174877532161e-48,0.369204518222611,0.881,0.293,8.11550181147314e-44,"SPM WT","Pilrb1"
"Lima1",5.4761000925074e-48,0.311193563622405,0.811,0.26,8.77983127831712e-44,"SPM WT","Lima1"
"Psma4",5.84836455678397e-48,0.745868169455304,0.951,0.54,9.37668289389174e-44,"SPM WT","Psma4"
"Setx",6.36615646733976e-48,0.485891991240695,0.784,0.256,1.02068586640858e-43,"SPM WT","Setx"
"Faim",6.83761465005509e-48,0.316039918044638,0.719,0.211,1.09627475684333e-43,"SPM WT","Faim"
"Gnpda1",7.75440084084573e-48,0.451963012888385,0.811,0.268,1.2432630868128e-43,"SPM WT","Gnpda1"
"Tomm5",8.34210772367599e-48,0.527535413788694,0.886,0.343,1.33749013133697e-43,"SPM WT","Tomm5"
"Aldh3b1",1.05461994623791e-47,0.411164782519269,0.789,0.258,1.69087215980325e-43,"SPM WT","Aldh3b1"
"Acaa2",1.68809757513805e-47,0.31333104933732,0.746,0.221,2.70652684221884e-43,"SPM WT","Acaa2"
"S100a1",2.33673164581779e-47,0.527824117319994,0.892,0.321,3.74648184773967e-43,"SPM WT","S100a1"
"Rpl23a",2.9045699656954e-47,0.796916738047304,0.995,0.894,4.65689702599943e-43,"SPM WT","Rpl23a"
"Dock1",4.41629326446557e-47,0.658741157555094,0.957,0.414,7.08064299091765e-43,"SPM WT","Dock1"
"Gm20696",4.69771220614495e-47,0.344251590411448,0.551,0.138,7.5318419801122e-43,"SPM WT","Gm20696"
"Vav3",5.54908976599977e-47,0.668363491127538,0.989,0.43,8.89685562182743e-43,"SPM WT","Vav3"
"Rps29",6.43143523199207e-47,0.64650223806125,1,0.97,1.03115201074529e-42,"SPM WT","Rps29"
"Tubb2a",6.84096723866268e-47,0.577902035384432,0.849,0.336,1.09681227737479e-42,"SPM WT","Tubb2a"
"Man2a2",7.52204154152934e-47,0.317770684269511,0.692,0.202,1.2060089203534e-42,"SPM WT","Man2a2"
"Pqlc1",7.98212720705571e-47,0.340140884753761,0.757,0.239,1.27977445510724e-42,"SPM WT","Pqlc1"
"Esr1",7.98658794380827e-47,0.304366838992726,0.519,0.124,1.28048964503078e-42,"SPM WT","Esr1"
"Uqcc2",1.03503835932688e-46,0.677428144329163,0.903,0.414,1.65947700150879e-42,"SPM WT","Uqcc2"
"Cd48",1.06512663553345e-46,0.725984477709301,0.962,0.512,1.70771753475078e-42,"SPM WT","Cd48"
"Bola2",1.11583504700875e-46,0.658059987849643,0.962,0.455,1.78901833086913e-42,"SPM WT","Bola2"
"Mxd4",1.27424681592746e-46,0.506125310391781,0.897,0.326,2.04299991997649e-42,"SPM WT","Mxd4"
"Vat1",1.34439217438586e-46,0.266033758327244,0.578,0.151,2.15546397319285e-42,"SPM WT","Vat1"
"Pepd",1.82518169843634e-46,0.599493517097843,0.951,0.446,2.92631381710299e-42,"SPM WT","Pepd"
"Agpat4",1.85110788886522e-46,0.362290143927831,0.8,0.261,2.9678812782176e-42,"SPM WT","Agpat4"
"Cgnl1",2.08599848527252e-46,0.507070488225275,0.762,0.217,3.34448137143743e-42,"SPM WT","Cgnl1"
"Nt5c",2.9993510138836e-46,0.406287177474449,0.811,0.279,4.80885948055957e-42,"SPM WT","Nt5c"
"Clybl",5.71961056935368e-46,0.261820285950357,0.6,0.157,9.17025162584476e-42,"SPM WT","Clybl"
"Rassf8",7.35268391323532e-46,0.270797648108643,0.638,0.174,1.17885581180902e-41,"SPM WT","Rassf8"
"Diaph1",8.041356168395e-46,0.73482617782148,1,0.568,1.28927063447877e-41,"SPM WT","Diaph1"
"Cers5",8.57687501363659e-46,0.431652608480183,0.73,0.242,1.37513037093635e-41,"SPM WT","Cers5"
"Camk2g",8.65635332552915e-46,0.253284861327907,0.622,0.168,1.38787312868209e-41,"SPM WT","Camk2g"
"Chst12",1.26568646328284e-45,0.26381555099487,0.611,0.167,2.02927510658137e-41,"SPM WT","Chst12"
"Cd24a",1.36976706371374e-45,0.870018353077822,0.584,0.177,2.19614753325224e-41,"SPM WT","Cd24a"
"Ak3",1.56946938621759e-45,0.277983184556383,0.622,0.17,2.51633026692266e-41,"SPM WT","Ak3"
"Zyx",1.84451224380586e-45,0.882980718535961,0.941,0.554,2.95730648049394e-41,"SPM WT","Zyx"
"Kdm4a",1.87131950024657e-45,0.339153633305355,0.735,0.235,3.00028655474532e-41,"SPM WT","Kdm4a"
"Ankib1",1.97222386201096e-45,0.371206071277976,0.843,0.284,3.16206651796218e-41,"SPM WT","Ankib1"
"Smc4",4.71869645018374e-45,0.330996586446834,0.719,0.22,7.56548601857959e-41,"SPM WT","Smc4"
"Ppp3r1",5.84701119283287e-45,0.468734970945777,0.859,0.315,9.37451304546894e-41,"SPM WT","Ppp3r1"
"Rnpepl1",9.35620161488788e-45,0.287793915302906,0.778,0.241,1.50007980491497e-40,"SPM WT","Rnpepl1"
"Zbtb7c",1.13647381462875e-44,0.315788572620828,0.492,0.12,1.82210846699428e-40,"SPM WT","Zbtb7c"
"Ssh1",1.68721364445281e-44,0.308188854916952,0.654,0.191,2.70510963615119e-40,"SPM WT","Ssh1"
"Kif3b",1.9578617235775e-44,0.322284129240898,0.627,0.181,3.13903970141181e-40,"SPM WT","Kif3b"
"Capzb",2.54835018569111e-44,0.674642385681625,0.984,0.871,4.08576985271856e-40,"SPM WT","Capzb"
"Polr1a",2.89557569582209e-44,0.261915349193088,0.611,0.169,4.64247651311156e-40,"SPM WT","Polr1a"
"Pdlim2",3.3052205043351e-44,0.364280676228203,0.724,0.225,5.29926003460047e-40,"SPM WT","Pdlim2"
"Zfp608",4.20043466136555e-44,0.634201952147065,0.881,0.362,6.73455689256739e-40,"SPM WT","Zfp608"
"Wipf1",4.23960151023234e-44,0.768480929821035,0.989,0.668,6.7973531013555e-40,"SPM WT","Wipf1"
"Sh3bgrl",4.67037062386103e-44,0.79661447890288,1,0.526,7.48800522123639e-40,"SPM WT","Sh3bgrl"
"Pik3cd",5.67047268580202e-44,0.578216904963759,0.914,0.399,9.09146885714638e-40,"SPM WT","Pik3cd"
"Ccpg1",7.47717867859213e-44,0.284276035417629,0.622,0.173,1.19881605753868e-39,"SPM WT","Ccpg1"
"Ccnd3",8.27734172911668e-44,0.544155410579083,0.924,0.369,1.32710619942928e-39,"SPM WT","Ccnd3"
"Arhgdib",1.05354674963964e-43,0.768548632279355,0.989,0.78,1.68915150369724e-39,"SPM WT","Arhgdib"
"Eif2ak3",1.47452093409159e-43,0.279956405681129,0.654,0.188,2.36409941362905e-39,"SPM WT","Eif2ak3"
"Ybx3",1.67226892438286e-43,0.507116949529111,0.843,0.311,2.68114876646303e-39,"SPM WT","Ybx3"
"Rps17",1.70504292752642e-43,0.741176453525457,0.995,0.865,2.73369532570311e-39,"SPM WT","Rps17"
"Nap1l1",1.96725460932057e-43,0.657284270920371,0.984,0.536,3.15409931512368e-39,"SPM WT","Nap1l1"
"Atp5j2",2.28270313477294e-43,0.743793215729528,0.984,0.687,3.65985793598146e-39,"SPM WT","Atp5j2"
"Rab1b",2.60509494495055e-43,0.401967998136941,0.854,0.31,4.17674872523921e-39,"SPM WT","Rab1b"
"Mtm1",2.60787022456374e-43,0.490033724252359,0.881,0.318,4.18119833104305e-39,"SPM WT","Mtm1"
"Ube2d1",2.9259411694741e-43,0.3263202783522,0.735,0.235,4.69116147701782e-39,"SPM WT","Ube2d1"
"Abca3",3.22248437969773e-43,0.418891906338519,0.843,0.299,5.16660920596938e-39,"SPM WT","Abca3"
"Alox5ap",3.36238332699964e-43,0.83950935341538,0.995,0.763,5.39090918817852e-39,"SPM WT","Alox5ap"
"Cotl1",4.5781736437792e-43,0.749195596351895,0.995,0.822,7.34018580307119e-39,"SPM WT","Cotl1"
"Txn2",4.87107499376546e-43,0.471522543075541,0.924,0.386,7.80979453750416e-39,"SPM WT","Txn2"
"Pilrb2",4.95433445427385e-43,0.498683762252962,0.886,0.346,7.94328443053726e-39,"SPM WT","Pilrb2"
"Ceacam1",5.2868127649631e-43,0.412507053036108,0.67,0.207,8.47634690606534e-39,"SPM WT","Ceacam1"
"Plcg2",7.74489313518187e-43,0.75378732910354,0.957,0.549,1.24173871636371e-38,"SPM WT","Plcg2"
"Relch",9.73377166499708e-43,0.47894646698105,0.87,0.327,1.56061561104898e-38,"SPM WT","Relch"
"Mrps25",1.0297386377273e-42,0.290931600757866,0.686,0.209,1.65097995786818e-38,"SPM WT","Mrps25"
"Eif4ebp2",1.41423651873976e-42,0.474754704368572,0.881,0.347,2.26744541049546e-38,"SPM WT","Eif4ebp2"
"Grk6",1.43955630426304e-42,0.392508225430594,0.854,0.293,2.30804062262493e-38,"SPM WT","Grk6"
"Ibtk",1.91466392315199e-42,0.25092972387524,0.627,0.178,3.06978066798959e-38,"SPM WT","Ibtk"
"Aes",1.95865762095212e-42,0.642684087349863,0.973,0.534,3.14031576367253e-38,"SPM WT","Aes"
"Samhd1",2.22757358809071e-42,0.632911406967061,0.995,0.661,3.57146873378583e-38,"SPM WT","Samhd1"
"Phactr2",2.35791622617876e-42,0.709348991751515,0.908,0.405,3.78044708543241e-38,"SPM WT","Phactr2"
"Virma",2.62110213701276e-42,0.346965265059937,0.778,0.263,4.20241305627256e-38,"SPM WT","Virma"
"Csnk1g2",3.63296989945544e-42,0.293208437994419,0.784,0.259,5.82474063979691e-38,"SPM WT","Csnk1g2"
"Mbnl1",3.67608257410312e-42,0.83276228394101,0.995,0.838,5.89386319105954e-38,"SPM WT","Mbnl1"
"5031439G07Rik",4.1560342942632e-42,0.601533908866611,0.968,0.501,6.6633697839922e-38,"SPM WT","5031439G07Rik"
"Pgd",4.24398733989192e-42,0.536773168190258,0.892,0.392,6.80438490204871e-38,"SPM WT","Pgd"
"Plekhg3",4.38671303615134e-42,0.264837469499044,0.697,0.211,7.03321701086144e-38,"SPM WT","Plekhg3"
"Nkiras2",5.31253013499641e-42,0.333704707289363,0.768,0.255,8.51757956543975e-38,"SPM WT","Nkiras2"
"Osbp",5.50794448755788e-42,0.371701607894536,0.811,0.284,8.83088739690154e-38,"SPM WT","Osbp"
